Time,Q-G265 Flow,Q-S151 CO2,Probe Temp,Q-S102 O2,Flow,AvgO2,animal #,note,animal # a,note a,iCO2,FiCO2,eCO2,FeCO2,iO2,FiO2,eO2,FeO2,Flow Rate,Assumed RQ,VCO2 (Assum.RQ),VCO2 (from %O2),VO2 (from %CO2),calc. RQ
25557,1.22,441.84,22.6,3.94,210,3.94,,,,,,,,,,,,,,,,,,
25558,1.22,441.99,22.6,3.94,209,3.94,,,,,,,,,,,,,,,,,,
25559,1.22,441.95,22.6,3.94,209,3.94,,,,,,,,,,,,,,,,,,
25560,1.22,442.28,22.6,3.94,210,3.94,,,,,,,,,,,,,,,,,,
25561,1.22,442.95,22.6,3.94,210,3.941,,,,,,,,,,,,,,,,,,
25562,1.22,443.62,22.6,3.94,211,3.941,,,,,,,,,,,,,,,,,,
25563,1.23,444.1,22.6,3.94,211,3.941,,,,,,,,,,,,,,,,,,
25564,1.23,444.5,22.6,3.94,211,3.941,,,,,,,,,,,,,,,,,,
25565,1.23,445.17,22.6,3.94,211,3.941,,,,,,,,,,,,,,,,,,
25566,1.23,445.95,22.6,3.94,212,3.942,,,,,,,,,,,,,,,,,,
25567,1.23,446.68,22.6,3.94,211,3.942,,,,,,,,,,,,,,,,,,
25568,1.23,447.13,22.6,3.94,211,3.943,,,,,,,,,,,,,,,,,,
25569,1.23,447.98,22.6,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25570,1.23,448.65,22.6,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25571,1.23,449.16,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25572,1.23,449.38,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25573,1.23,450.57,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25574,1.23,451.16,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25575,1.23,452.2,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25576,1.23,452.71,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25577,1.23,453.12,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25578,1.23,453.49,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25579,1.23,453.71,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25580,1.23,453.97,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25581,1.23,454.19,22.6,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25582,1.23,454.64,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25583,1.23,454.82,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25584,1.23,454.97,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25585,1.23,454.53,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25586,1.23,454.78,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25587,1.23,454.78,22.6,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25588,1.23,455.12,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25589,1.23,455.15,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25590,1.23,455.15,22.6,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25591,1.23,455.04,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25592,1.23,455.19,22.6,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25593,1.23,455.27,22.6,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25594,1.23,454.64,22.6,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25595,1.23,454.56,22.6,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25596,1.23,454.42,22.6,3.95,211,3.947,,,,,,,,,,,,,,,,,,
25597,1.23,454.82,22.6,3.95,211,3.947,,,,,,,,,,,,,,,,,,
25598,1.23,454.78,22.6,3.95,211,3.947,,,,,,,,,,,,,,,,,,
25599,1.23,454.78,22.6,3.95,212,3.948,,,,,,,,,,,,,,,,,,
25600,1.23,454.71,22.6,3.95,212,3.948,,,,,,,,,,,,,,,,,,
25601,1.23,454.67,22.6,3.95,212,3.948,,,,,,,,,,,,,,,,,,
25602,1.23,454.64,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
25603,1.23,454.67,22.6,3.95,212,3.948,,,,,,,,,,,,,,,,,,
25604,1.23,454.71,22.6,3.95,212,3.948,,,,,,,,,,,,,,,,,,
25605,1.23,454.75,22.6,3.95,212,3.948,,,,,,,,,,,,,,,,,,
25606,1.23,454.38,22.6,3.94,211,3.948,,,,,,,,,,,,,,,,,,
25607,1.23,455.01,22.6,3.95,211,3.948,,,,,,,,,,,,,,,,,,
25608,1.23,455.04,22.6,3.95,211,3.948,,,,,,,,,,,,,,,,,,
25609,1.23,455.19,22.6,3.95,211,3.948,,,,,,,,,,,,,,,,,,
25610,1.23,455.19,22.6,3.95,211,3.948,,,,,,,,,,,,,,,,,,
25611,1.23,455.27,22.6,3.95,211,3.948,,,,,,,,,,,,,,,,,,
25612,1.23,455.23,22.6,3.95,212,3.948,,,,,,,,,,,,,,,,,,
25613,1.23,455.15,22.6,3.95,212,3.947,,,,,,,,,,,,,,,,,,
25614,1.23,455.15,22.6,3.95,212,3.947,,,,,,,,,,,,,,,,,,
25615,1.23,455.27,22.6,3.95,211,3.947,,,,,,,,,,,,,,,,,,
25616,1.22,455.27,22.6,3.95,210,3.946,,,,,,,,,,,,,,,,,,
25617,1.22,455.27,22.6,3.94,210,3.946,,,,,,,,,,,,,,,,,,
25618,1.22,455.01,22.6,3.95,209,3.946,,,,,,,,,,,,,,,,,,
25619,1.22,454.93,22.6,3.95,210,3.946,,,,,,,,,,,,,,,,,,
25620,1.22,455.08,22.6,3.95,210,3.946,,,,,,,,,,,,,,,,,,
25621,1.22,455.08,22.6,3.95,210,3.946,,,,,,,,,,,,,,,,,,
25622,1.22,455.04,22.6,3.95,210,3.946,,,,,,,,,,,,,,,,,,
25623,1.22,455.08,22.6,3.95,210,3.946,,,,,,,,,,,,,,,,,,
25624,1.23,454.75,22.6,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25625,1.23,454.56,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
25626,1.23,454.45,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
25627,1.23,454.42,22.6,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25628,1.22,454.19,22.6,3.95,210,3.944,,,,,,,,,,,,,,,,,,
25629,1.22,454.01,22.6,3.94,210,3.944,,,,,,,,,,,,,,,,,,
25630,1.22,453.75,22.6,3.94,210,3.942,,,,,,,,,,,,,,,,,,
25631,1.22,453.71,22.6,3.94,210,3.942,,,,,,,,,,,,,,,,,,
25632,1.23,453.56,22.6,3.94,211,3.941,,,,,,,,,,,,,,,,,,
25633,1.23,453.64,22.6,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25634,1.23,453.45,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
25635,1.23,453.34,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
25636,1.23,453.27,22.6,3.94,212,3.938,,,,,,,,,,,,,,,,,,
25637,1.23,453.19,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
25638,1.23,453.16,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25639,1.22,453.12,22.6,3.94,210,3.936,,,,,,,,,,,,,,,,,,
25640,1.22,453.12,22.6,3.93,210,3.935,,,,,,,,,,,,,,,,,,
25641,1.22,453.12,22.6,3.94,210,3.935,,,,,,,,,,,,,,,,,,
25642,1.22,453.19,22.6,3.93,210,3.934,,,,,,,,,,,,,,,,,,
25643,1.22,453.27,22.6,3.93,210,3.934,,,,,,,,,,,,,,,,,,
25644,1.22,453.23,22.6,3.93,210,3.934,,,,,,,,,,,,,,,,,,
25645,1.22,453.31,22.6,3.93,210,3.934,,,,,,,,,,,,,,,,,,
25646,1.22,453.34,22.6,3.93,210,3.934,,,,,,,,,,,,,,,,,,
25647,1.22,453.53,22.6,3.94,211,3.934,,,,,,,,,,,,,,,,,,
25648,1.22,453.49,22.6,3.94,211,3.934,,,,,,,,,,,,,,,,,,
25649,1.22,453.53,22.6,3.93,211,3.934,,,,,,,,,,,,,,,,,,
25650,1.22,453.56,22.6,3.93,211,3.934,,,,,,,,,,,,,,,,,,
25651,1.23,453.71,22.6,3.94,211,3.934,,,,,,,,,,,,,,,,,,
25652,1.22,453.82,22.6,3.93,211,3.934,,,,,,,,,,,,,,,,,,
25653,1.23,454.01,22.6,3.93,211,3.934,,,,,,,,,,,,,,,,,,
25654,1.23,454.05,22.6,3.93,211,3.935,,,,,,,,,,,,,,,,,,
25655,1.23,453.6,22.6,3.94,212,3.935,,,,,,,,,,,,,,,,,,
25656,1.23,453.6,22.6,3.94,212,3.936,,,,,,,,,,,,,,,,,,
25657,1.23,453.68,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
25658,1.23,453.71,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25659,1.22,453.68,22.6,3.94,210,3.937,,,,,,,,,,,,,,,,,,
25660,1.22,453.82,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25661,1.23,453.79,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25662,1.23,453.79,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
25663,1.23,453.79,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
25664,1.23,453.86,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
25665,1.23,453.9,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25666,1.23,454.19,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25667,1.23,454.42,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
25668,1.23,454.64,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
25669,1.23,454.56,22.6,3.93,212,3.936,,,,,,,,,,,,,,,,,,
25670,1.23,455.04,22.6,3.94,212,3.936,,,,,,,,,,,,,,,,,,
25671,1.23,455.08,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
25672,1.23,455.15,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25673,1.22,455.23,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25674,1.22,455.38,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25675,1.22,455.41,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25676,1.23,455.45,22.6,3.94,211,3.937,,,,,,,,,,,,,,,,,,
25677,1.22,455.12,22.6,3.94,210,3.938,,,,,,,,,,,,,,,,,,
25678,1.22,455.56,22.6,3.94,211,3.938,,,,,,,,,,,,,,,,,,
25679,1.22,455.56,22.6,3.94,211,3.938,,,,,,,,,,,,,,,,,,
25680,1.22,455.6,22.6,3.94,211,3.938,,,,,,,,,,,,,,,,,,
25681,1.22,455.56,22.6,3.94,210,3.939,,,,,,,,,,,,,,,,,,
25682,1.22,455.52,22.6,3.94,210,3.939,,,,,,,,,,,,,,,,,,
25683,1.23,455.6,22.6,3.94,211,3.939,,,,,,,,,,,,,,,,,,
25684,1.23,455.67,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
25685,1.23,455.71,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
25686,1.23,455.56,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
25687,1.23,455.49,22.6,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25688,1.23,455.49,22.6,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25689,1.23,455.52,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
25690,1.23,455.52,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
25691,1.23,455.56,22.5,3.94,213,3.941,,,,,,,,,,,,,,,,,,
25692,1.23,455.52,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25693,1.23,455.56,22.5,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25694,1.23,455.56,22.5,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25695,1.23,455.27,22.5,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25696,1.23,455.41,22.5,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25697,1.23,455.52,22.5,3.94,211,3.94,,,,,,,,,,,,,,,,,,
25698,1.23,455.71,22.5,3.94,211,3.94,,,,,,,,,,,,,,,,,,
25699,1.23,455.86,22.5,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25700,1.23,455.93,22.5,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25701,1.23,456.12,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25702,1.23,456.19,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25703,1.23,456.01,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25704,1.23,456.23,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25705,1.23,456.3,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25706,1.23,456.45,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25707,1.23,456.49,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25708,1.23,456.67,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25709,1.23,456.75,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25710,1.23,456.78,22.5,3.94,213,3.941,,,,,,,,,,,,,,,,,,
25711,1.23,456.63,22.5,3.94,213,3.941,,,,,,,,,,,,,,,,,,
25712,1.23,456.75,22.5,3.94,213,3.941,,,,,,,,,,,,,,,,,,
25713,1.23,456.86,22.5,3.94,213,3.941,,,,,,,,,,,,,,,,,,
25714,1.23,457.08,22.5,3.94,213,3.941,,,,,,,,,,,,,,,,,,
25715,1.23,457.15,22.5,3.94,213,3.941,,,,,,,,,,,,,,,,,,
25716,1.23,456.93,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25717,1.23,456.6,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25718,1.23,456.67,22.5,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25719,1.23,456.67,22.5,3.94,212,3.94,,,,,,,,,,,,,,,,,,
25720,1.23,456.6,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25721,1.23,456.49,22.5,3.94,212,3.941,,,,,,,,,,,,,,,,,,
25722,1.23,456.56,22.5,3.94,212,3.942,,,,,,,,,,,,,,,,,,
25723,1.23,456.56,22.5,3.94,212,3.942,,,,,,,,,,,,,,,,,,
25724,1.23,456.26,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25725,1.23,456.34,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25726,1.23,456.38,22.5,3.94,213,3.943,,,,,,,,,,,,,,,,,,
25727,1.23,456.49,22.5,3.94,213,3.943,,,,,,,,,,,,,,,,,,
25728,1.23,456.75,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25729,1.23,456.82,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25730,1.23,456.71,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25731,1.23,457.37,22.5,3.94,213,3.943,,,,,,,,,,,,,,,,,,
25732,1.23,457.45,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25733,1.23,457.67,22.5,3.94,213,3.943,,,,,,,,,,,,,,,,,,
25734,1.23,457.74,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25735,1.23,457.78,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25736,1.23,457.89,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25737,1.23,457.89,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25738,1.23,457.89,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25739,1.23,457.85,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25740,1.23,457.97,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25741,1.22,458.04,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25742,1.22,458.04,22.5,3.94,211,3.945,,,,,,,,,,,,,,,,,,
25743,1.23,458.08,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25744,1.23,458.19,22.5,3.94,211,3.945,,,,,,,,,,,,,,,,,,
25745,1.23,458.22,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25746,1.23,458.22,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25747,1.23,458.08,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25748,1.23,457.89,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25749,1.23,457.85,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25750,1.23,457.85,22.5,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25751,1.23,457.82,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25752,1.23,457.26,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25753,1.23,457.89,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25754,1.23,457.93,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25755,1.23,457.97,22.5,3.95,213,3.945,,,,,,,,,,,,,,,,,,
25756,1.24,458.08,22.5,3.95,213,3.945,,,,,,,,,,,,,,,,,,
25757,1.23,458.15,22.5,3.94,213,3.945,,,,,,,,,,,,,,,,,,
25758,1.23,458.34,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25759,1.23,458.52,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25760,1.23,458.48,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25761,1.23,458.3,22.6,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25762,1.23,458.52,22.5,3.94,213,3.943,,,,,,,,,,,,,,,,,,
25763,1.23,458.52,22.5,3.94,213,3.943,,,,,,,,,,,,,,,,,,
25764,1.23,458.37,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
25765,1.23,458.59,22.5,3.94,213,3.943,,,,,,,,,,,,,,,,,,
25766,1.23,458.37,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25767,1.23,458.48,22.5,3.94,211,3.943,,,,,,,,,,,,,,,,,,
25768,1.23,458.48,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25769,1.23,458.48,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25770,1.23,458.52,22.5,3.95,212,3.944,,,,,,,,,,,,,,,,,,
25771,1.23,458.48,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25772,1.23,458.41,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25773,1.23,458.37,22.5,3.94,213,3.942,,,,,,,,,,,,,,,,,,
25774,1.23,458.48,22.5,3.94,213,3.942,,,,,,,,,,,,,,,,,,
25775,1.23,458.52,22.5,3.94,213,3.942,,,,,,,,,,,,,,,,,,
25776,1.23,458.37,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25777,1.23,458.41,22.5,3.94,212,3.943,,,,,,,,,,,,,,,,,,
25778,1.23,458.52,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25779,1.23,458.48,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25780,1.23,458.34,22.5,3.95,212,3.944,,,,,,,,,,,,,,,,,,
25781,1.23,458.37,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25782,1.23,458.41,22.5,3.95,212,3.944,,,,,,,,,,,,,,,,,,
25783,1.23,458.48,22.5,3.95,212,3.944,,,,,,,,,,,,,,,,,,
25784,1.23,458.3,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25785,1.23,458.34,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25786,1.23,458.52,22.5,3.95,212,3.944,,,,,,,,,,,,,,,,,,
25787,1.23,458.52,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25788,1.23,458.59,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25789,1.23,458.71,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25790,1.23,458.74,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25791,1.23,458.93,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25792,1.23,459,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25793,1.23,459.56,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25794,1.23,459.41,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25795,1.23,459.59,22.5,3.94,213,3.944,,,,,,,,,,,,,,,,,,
25796,1.23,459.41,22.5,3.94,213,3.944,,,,,,,,,,,,,,,,,,
25797,1.23,459.45,22.5,3.95,213,3.944,,,,,,,,,,,,,,,,,,
25798,1.23,459.67,22.5,3.95,212,3.944,,,,,,,,,,,,,,,,,,
25799,1.23,459.74,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25800,1.23,459.74,22.5,3.94,212,3.944,,,,,,,,,,,,,,,,,,
25801,1.23,459.67,22.5,3.94,213,3.944,,,,,,,,,,,,,,,,,,
25802,1.23,459.82,22.5,3.94,213,3.944,,,,,,,,,,,,,,,,,,
25803,1.23,459.78,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25804,1.22,459.85,22.5,3.94,210,3.944,,,,,,,,,,,,,,,,,,
25805,1.22,459.67,22.5,3.94,210,3.944,,,,,,,,,,,,,,,,,,
25806,1.22,459.82,22.5,3.94,210,3.944,,,,,,,,,,,,,,,,,,
25807,1.23,460.11,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25808,1.23,460.04,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25809,1.23,459.89,22.5,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25810,1.23,459.78,22.5,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25811,1.23,459.78,22.5,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25812,1.23,459.82,22.5,3.95,212,3.947,,,,,,,,,,,,,,,,,,
25813,1.23,459.85,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25814,1.23,459.82,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25815,1.23,459.82,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25816,1.23,459.85,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25817,1.23,459.89,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25818,1.23,459.89,22.5,3.94,211,3.945,,,,,,,,,,,,,,,,,,
25819,1.23,460.04,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25820,1.23,459.93,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25821,1.23,460.22,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25822,1.23,460.26,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25823,1.22,460.3,22.5,3.94,211,3.945,,,,,,,,,,,,,,,,,,
25824,1.23,460.41,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25825,1.23,460.44,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25826,1.23,460.48,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25827,1.23,460.3,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25828,1.23,460.33,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25829,1.23,460.33,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25830,1.23,460.44,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25831,1.23,460.41,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25832,1.23,460.33,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25833,1.23,460.33,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25834,1.23,460.37,22.5,3.94,211,3.945,,,,,,,,,,,,,,,,,,
25835,1.23,460.67,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25836,1.22,460.67,22.5,3.94,211,3.944,,,,,,,,,,,,,,,,,,
25837,1.22,460.55,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25838,1.22,460.52,22.5,3.94,211,3.945,,,,,,,,,,,,,,,,,,
25839,1.23,460.3,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25840,1.23,460.37,22.5,3.95,213,3.946,,,,,,,,,,,,,,,,,,
25841,1.23,460.37,22.5,3.95,213,3.946,,,,,,,,,,,,,,,,,,
25842,1.23,460.37,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25843,1.23,460.33,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25844,1.23,460.33,22.5,3.94,211,3.946,,,,,,,,,,,,,,,,,,
25845,1.23,460.37,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25846,1.23,460.33,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25847,1.23,460.37,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25848,1.23,460.18,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25849,1.23,460.52,22.5,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25850,1.23,460.63,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25851,1.23,460.55,22.5,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25852,1.23,460.67,22.5,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25853,1.23,460.78,22.5,3.95,211,3.946,,,,,,,,,,,,,,,,,,
25854,1.23,460.89,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25855,1.23,461.11,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25856,1.23,461.18,22.5,3.95,212,3.946,,,,,,,,,,,,,,,,,,
25857,1.23,460.96,22.5,3.94,211,3.945,,,,,,,,,,,,,,,,,,
25858,1.23,461.33,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25859,1.23,461.29,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25860,1.23,461.22,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25861,1.23,461.26,22.5,3.95,211,3.945,,,,,,,,,,,,,,,,,,
25862,1.23,461.22,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25863,1.23,461.26,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25864,1.23,461.33,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25865,1.23,461.44,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25866,1.23,461.52,22.5,3.95,213,3.945,,,,,,,,,,,,,,,,,,
25867,1.23,461.63,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25868,1.23,461.7,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25869,1.23,461.66,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25870,1.23,461.52,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25871,1.23,461.44,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25872,1.23,461.44,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25873,1.23,461.55,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25874,1.23,461.44,22.5,3.95,212,3.945,,,,,,,,,,,,,,,,,,
25875,1.23,461.44,22.5,3.95,213,3.945,,,,,,,,,,,,,,,,,,
25876,1.23,461.11,22.5,3.94,212,3.945,,,,,,,,,,,,,,,,,,
25877,1.23,461.15,22.5,3.94,211,3.945,,,,,,,,,,,,,,,,,,
