"Time","Q-S151 CO2","Temperature","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
16566,457.96,22.7,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16567,457.96,22.7,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16568,457.78,22.8,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16569,457.81,22.8,4.03,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16570,457.63,22.8,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16571,457.67,22.8,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16572,457.70,22.8,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16573,457.78,22.8,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16574,457.70,22.8,4.03,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16575,457.63,22.8,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16576,457.37,22.8,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16577,457.18,22.8,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16578,457.07,22.8,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16579,457.22,22.8,4.04,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16580,457.11,22.8,4.04,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16581,456.92,22.8,4.03,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16582,456.92,22.8,4.03,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16583,457.52,22.8,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16584,457.44,22.8,4.04,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16585,457.04,22.8,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16586,457.41,22.8,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16587,457.29,22.8,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16588,457.37,22.8,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16589,457.41,22.8,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16590,457.48,22.9,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16591,458.00,22.9,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16592,457.74,22.9,4.03,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16593,458.04,22.9,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16594,458.11,22.9,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16595,458.22,22.9,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16596,458.15,22.9,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16597,458.15,22.9,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16598,458.07,22.9,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16599,457.85,22.9,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16600,457.89,22.9,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16601,458.07,22.9,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16602,458.04,22.9,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16603,457.85,22.9,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16604,458.07,22.9,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16605,458.11,22.9,4.04,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16606,457.89,22.9,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16607,457.78,22.9,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16608,457.67,22.9,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16609,457.55,22.9,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16610,457.63,22.9,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16611,457.55,22.9,4.04,1.25,217,4.038,,,,,,,,,,,,,,,,,,
16612,457.55,22.9,4.04,1.25,217,4.038,,,,,,,,,,,,,,,,,,
16613,457.63,22.9,4.04,1.25,217,4.038,,,,,,,,,,,,,,,,,,
16614,457.55,22.9,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16615,457.55,22.9,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16616,457.52,22.9,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16617,457.78,22.9,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16618,457.81,22.9,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16619,457.92,22.9,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16620,458.00,22.9,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16621,458.04,22.9,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16622,458.18,22.9,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16623,458.11,22.9,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16624,458.18,22.9,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16625,458.15,22.9,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16626,458.18,23.0,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16627,458.18,23.0,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16628,458.22,23.0,4.04,1.24,216,4.038,,,,,,,,,,,,,,,,,,
16629,458.15,23.0,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16630,458.15,23.0,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16631,458.07,23.0,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16632,458.15,23.0,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16633,458.07,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16634,458.07,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16635,458.18,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16636,458.18,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16637,458.00,23.0,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16638,457.81,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16639,457.85,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16640,457.74,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16641,457.63,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16642,457.55,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16643,457.63,23.0,4.04,1.25,217,4.038,,,,,,,,,,,,,,,,,,
16644,457.55,23.0,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16645,457.55,23.0,4.04,1.24,216,4.037,,,,,,,,,,,,,,,,,,
16646,457.52,23.0,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16647,457.18,23.0,4.03,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16648,457.33,23.0,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16649,457.41,23.0,4.03,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16650,457.59,23.0,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16651,457.67,23.0,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16652,457.92,23.0,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16653,457.85,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16654,457.96,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16655,457.85,23.0,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16656,457.89,23.0,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16657,457.96,23.0,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16658,457.89,23.0,4.04,1.26,219,4.036,,,,,,,,,,,,,,,,,,
16659,457.92,23.0,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16660,457.96,23.0,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16661,457.92,23.0,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16662,457.92,23.0,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16663,458.00,23.0,4.03,1.25,218,4.034,,,,,,,,,,,,,,,,,,
16664,458.00,23.0,4.04,1.25,218,4.034,,,,,,,,,,,,,,,,,,
16665,457.96,23.0,4.04,1.25,218,4.034,,,,,,,,,,,,,,,,,,
16666,457.52,23.0,4.03,1.25,218,4.034,,,,,,,,,,,,,,,,,,
16667,457.29,23.1,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16668,457.18,23.1,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16669,457.18,23.1,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16670,457.70,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16671,457.63,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16672,457.59,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16673,457.67,23.1,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16674,457.67,23.1,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16675,457.63,23.1,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16676,457.74,23.1,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16677,457.74,23.1,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16678,457.92,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16679,457.96,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16680,458.00,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16681,458.07,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16682,458.15,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16683,458.07,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16684,458.04,23.1,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16685,458.07,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16686,458.00,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16687,458.11,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16688,458.04,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16689,458.00,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16690,458.07,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16691,458.04,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16692,458.00,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16693,458.04,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16694,458.07,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16695,458.04,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16696,458.11,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16697,458.07,23.1,4.03,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16698,457.89,23.1,4.04,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16699,457.59,23.1,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16700,457.55,23.1,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16701,457.44,23.1,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16702,457.52,23.1,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16703,457.48,23.1,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16704,457.41,23.1,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16705,457.44,23.1,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16706,457.33,23.1,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16707,457.63,23.1,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16708,457.70,23.1,4.04,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16709,457.63,23.1,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16710,457.67,23.1,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16711,457.78,23.1,4.03,1.25,218,4.034,,,,,,,,,,,,,,,,,,
16712,457.85,23.1,4.03,1.25,218,4.034,,,,,,,,,,,,,,,,,,
16713,458.07,23.1,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16714,457.92,23.1,4.03,1.24,216,4.035,,,,,,,,,,,,,,,,,,
16715,458.04,23.1,4.04,1.24,215,4.035,,,,,,,,,,,,,,,,,,
16716,458.15,23.1,4.04,1.24,215,4.035,,,,,,,,,,,,,,,,,,
16717,458.07,23.1,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16718,458.15,23.1,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16719,458.18,23.1,4.04,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16720,458.15,23.1,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16721,458.11,23.1,4.03,1.24,215,4.035,,,,,,,,,,,,,,,,,,
16722,457.67,23.1,4.03,1.24,214,4.036,,,,,,,,,,,,,,,,,,
16723,458.00,23.1,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16724,458.00,23.1,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16725,458.11,23.1,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16726,458.11,23.1,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16727,457.92,23.1,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16728,457.67,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16729,457.37,23.2,4.03,1.24,214,4.036,,,,,,,,,,,,,,,,,,
16730,457.26,23.2,4.04,1.24,214,4.036,,,,,,,,,,,,,,,,,,
16731,457.33,23.2,4.04,1.24,214,4.036,,,,,,,,,,,,,,,,,,
16732,457.29,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16733,457.29,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16734,457.33,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16735,457.33,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16736,457.33,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16737,457.37,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16738,457.37,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16739,457.52,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16740,457.59,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16741,457.55,23.2,4.03,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16742,457.74,23.2,4.04,1.24,215,4.035,,,,,,,,,,,,,,,,,,
16743,457.85,23.2,4.04,1.24,215,4.035,,,,,,,,,,,,,,,,,,
16744,457.81,23.2,4.03,1.24,215,4.035,,,,,,,,,,,,,,,,,,
16745,457.85,23.2,4.03,1.24,214,4.035,,,,,,,,,,,,,,,,,,
16746,458.00,23.2,4.04,1.24,214,4.035,,,,,,,,,,,,,,,,,,
16747,457.96,23.2,4.04,1.24,215,4.035,,,,,,,,,,,,,,,,,,
16748,457.78,23.2,4.03,1.24,215,4.035,,,,,,,,,,,,,,,,,,
16749,458.18,23.2,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16750,457.85,23.2,4.03,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16751,457.78,23.2,4.03,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16752,458.15,23.2,4.04,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16753,458.15,23.2,4.04,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16754,458.15,23.2,4.03,1.24,215,4.035,,,,,,,,,,,,,,,,,,
16755,458.18,23.2,4.04,1.24,216,4.035,,,,,,,,,,,,,,,,,,
16756,458.18,23.2,4.03,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16757,458.18,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16758,458.11,23.2,4.04,1.26,219,4.036,,,,,,,,,,,,,,,,,,
16759,457.81,23.2,4.04,1.26,220,4.036,,,,,,,,,,,,,,,,,,
16760,457.67,23.2,4.04,1.26,221,4.036,,,,,,,,,,,,,,,,,,
16761,457.81,23.2,4.03,1.26,220,4.036,,,,,,,,,,,,,,,,,,
16762,457.63,23.2,4.04,1.26,219,4.036,,,,,,,,,,,,,,,,,,
16763,457.78,23.2,4.03,1.26,219,4.036,,,,,,,,,,,,,,,,,,
16764,457.59,23.2,4.04,1.26,219,4.036,,,,,,,,,,,,,,,,,,
16765,457.48,23.2,4.04,1.26,219,4.036,,,,,,,,,,,,,,,,,,
16766,457.41,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16767,457.29,23.2,4.03,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16768,457.85,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16769,457.78,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16770,457.89,23.2,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16771,457.89,23.2,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16772,457.92,23.2,4.04,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16773,458.07,23.2,4.04,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16774,458.18,23.2,4.03,1.24,216,4.035,,,,,,,,,,,,,,,,,,
16775,458.15,23.2,4.03,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16776,458.15,23.2,4.03,1.25,216,4.034,,,,,,,,,,,,,,,,,,
16777,458.18,23.2,4.03,1.25,217,4.034,,,,,,,,,,,,,,,,,,
16778,458.15,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16779,458.00,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16780,457.89,23.2,4.03,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16781,458.00,23.2,4.04,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16782,457.89,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16783,457.92,23.2,4.04,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16784,457.89,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16785,458.07,23.2,4.04,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16786,458.04,23.2,4.03,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16787,457.85,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16788,457.96,23.2,4.04,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16789,457.92,23.2,4.04,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16790,457.81,23.2,4.04,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16791,457.70,23.2,4.04,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16792,457.70,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16793,457.59,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16794,457.52,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16795,457.59,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16796,457.59,23.2,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16797,457.55,23.2,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16798,457.55,23.2,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16799,457.67,23.2,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16800,457.48,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16801,457.74,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16802,457.78,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16803,457.85,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16804,457.89,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16805,458.00,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16806,458.11,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16807,458.11,23.2,4.03,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16808,458.18,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16809,458.15,23.2,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16810,458.30,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16811,458.18,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16812,458.18,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16813,458.11,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16814,458.18,23.2,4.04,1.25,218,4.034,,,,,,,,,,,,,,,,,,
16815,458.00,23.2,4.03,1.25,218,4.034,,,,,,,,,,,,,,,,,,
16816,457.92,23.2,4.03,1.25,218,4.034,,,,,,,,,,,,,,,,,,
16817,458.15,23.2,4.03,1.25,217,4.034,,,,,,,,,,,,,,,,,,
16818,458.00,23.2,4.03,1.25,217,4.034,,,,,,,,,,,,,,,,,,
16819,457.92,23.2,4.04,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16820,457.74,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16821,457.63,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16822,457.55,23.2,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16823,457.44,23.2,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16824,457.59,23.2,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16825,457.55,23.2,4.04,1.25,218,4.037,,,,,,,,,,,,,,,,,,
16826,457.44,23.2,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16827,457.41,23.2,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16828,457.41,23.2,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16829,457.37,23.2,4.04,1.25,217,4.037,,,,,,,,,,,,,,,,,,
16830,457.74,23.2,4.04,1.25,216,4.037,,,,,,,,,,,,,,,,,,
16831,457.81,23.2,4.04,1.24,215,4.037,,,,,,,,,,,,,,,,,,
16832,457.70,23.2,4.04,1.24,215,4.037,,,,,,,,,,,,,,,,,,
16833,457.81,23.2,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16834,457.96,23.2,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16835,457.96,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16836,458.00,23.2,4.04,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16837,458.00,23.2,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16838,458.11,23.2,4.04,1.24,215,4.036,,,,,,,,,,,,,,,,,,
16839,458.07,23.2,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16840,458.15,23.2,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16841,458.15,23.2,4.04,1.24,216,4.036,,,,,,,,,,,,,,,,,,
16842,458.11,23.2,4.04,1.25,216,4.036,,,,,,,,,,,,,,,,,,
16843,458.18,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16844,458.04,23.2,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16845,458.00,23.2,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16846,458.00,23.2,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16847,458.04,23.2,4.04,1.25,217,4.036,,,,,,,,,,,,,,,,,,
16848,458.11,23.2,4.04,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16849,458.07,23.2,4.04,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16850,457.89,23.2,4.04,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16851,457.11,23.2,4.03,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16852,457.26,23.2,4.04,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16853,457.74,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16854,457.55,23.2,4.04,1.26,218,4.035,,,,,,,,,,,,,,,,,,
16855,457.48,23.2,4.04,1.25,218,4.036,,,,,,,,,,,,,,,,,,
16856,457.48,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16857,457.55,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16858,457.55,23.2,4.03,1.25,216,4.035,,,,,,,,,,,,,,,,,,
16859,457.44,23.2,4.03,1.25,217,4.035,,,,,,,,,,,,,,,,,,
16860,457.29,23.2,4.03,1.25,217,4.034,,,,,,,,,,,,,,,,,,
16861,457.59,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16862,457.63,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16863,457.74,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16864,457.70,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16865,458.00,23.2,4.03,1.26,218,4.035,,,,,,,,,,,,,,,,,,
16866,458.07,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16867,458.15,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16868,458.11,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16869,458.18,23.2,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16870,458.33,23.2,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16871,458.41,23.2,4.04,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16872,458.41,23.2,4.04,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16873,458.41,23.2,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16874,458.37,23.2,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16875,458.33,23.2,4.04,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16876,458.30,23.2,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16877,458.30,23.2,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16878,458.33,23.2,4.03,1.26,219,4.035,,,,,,,,,,,,,,,,,,
16879,458.37,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16880,458.15,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16881,457.92,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16882,457.67,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16883,457.89,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16884,457.92,23.2,4.03,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16885,457.96,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
16886,457.92,23.2,4.04,1.25,218,4.035,,,,,,,,,,,,,,,,,,
